transaction_id,card_id,merchant_name,timestamp,amount,location,transaction_type,related_transaction_id,status,pending_balance
81,51,"Smith, Lewis and May",2025-04-01T16:04:09,179.22,"3238 Breanna Lake, Syracuse, NY 16121",purchase,,approved,218.78
82,5,"English, Chang and Williams",2025-04-01T16:05:46,253.13,"2299 Sawyer Dam, Syracuse, NY 13665",purchase,,approved,864.1
83,36,Schaefer-Ray,2025-04-01T16:35:44,154.64,"8196 Tiffany Lights, Niagara Falls, NY 12481",wire_transfer,,approved,3476.45
84,1,"Dunlap, Owens and Wells",2025-04-01T16:37:32,253.94,"7203 Julia Court, Syracuse, NY 13060",p2p_transfer,,approved,495.64
85,34,Hayes-Brown,2025-04-01T17:27:16,215.66,"5677 Fisher Road, Troy, NY 10503",p2p_transfer,,approved,458.83
86,24,Williamson-Short,2025-04-01T17:27:44,20.81,"5092 Samantha Lodge, Binghamton, NY 13286",purchase,,approved,3047.75
87,9,Donovan-Rose,2025-04-01T17:41:19,219.15,"4172 Aguirre Mall, Syracuse, NY 19612",wire_transfer,,approved,1351.63
88,59,Bennett Inc,2025-04-01T17:41:47,299.04,"6888 Ashlee Light, Loveview, PA 18675",purchase,,approved,576.6
89,29,Romero-Bryan,2025-04-01T17:58:45,317.3,"3279 Phelps Place, Niagara Falls, NY 10461",bill_payment,,approved,1668.61
90,14,"Wallace, Davis and Henry",2025-04-01T18:09:07,-426.65,"9391 Phillips Glens, New York, NY 10405",refund,,approved,586.5
91,49,Smith Group,2025-04-01T18:19:52,57.5,"3122 Whitney Hill, Ithaca, NY 15542",purchase,,approved,370.78
92,43,King-Lawson,2025-04-01T18:33:50,103.91,"8901 Gomez Knolls, Albany, NY 15736",wire_transfer,,approved,599.63
93,22,Stewart-Armstrong,2025-04-01T18:42:19,405.43,"1267 Maria Wells, Albany, NY 14594",bill_payment,,approved,11432.8
94,58,"Jacobs, Myers and Beasley",2025-04-01T18:51:56,208.9,"480 Justin Street, Ithaca, NY 18766",purchase,,approved,-89.61
95,52,Miller-Mckay,2025-04-01T19:04:38,208.3,"6607 Green Radial, Utica, NY 15613",purchase,,approved,1599.07
96,57,"Kent, Hester and Morris",2025-04-01T19:07:09,296.71,"9970 Jennifer Wells, Queens, NY 18526",bill_payment,,approved,896.62
97,9,Clark-Sweeney,2025-04-01T19:07:18,307.44,"4457 Christopher Mountains, Brooklyn, NY 16112",p2p_transfer,,approved,1659.07
98,5,Payne LLC,2025-04-01T19:19:51,410.42,"9561 Bradshaw Run, Yonkers, NY 15550",p2p_transfer,,approved,1274.52
99,10,"Reese, Larson and Bartlett",2025-04-01T19:26:06,-367.92,"8171 Larry Corner, White Plains, NY 16799",refund,,approved,-188.13
100,35,"Young, Carroll and Gomez",2025-04-01T19:34:06,-64.46,"4481 Brown Loaf, Buffalo, NY 14216",refund,,approved,372.58
101,55,"Thompson, Welch and Rogers",2025-04-01T19:34:38,20.51,"5416 Lauren Well, White Plains, NY 11227",atm_withdrawal,,approved,-154.62
102,29,Thomas-Warner,2025-04-01T19:40:33,344.41,"3653 Black Isle, Staten Island, NY 17395",wire_transfer,,approved,2013.02
103,28,Hodge-James,2025-04-01T19:59:41,309.42,"7387 Vasquez Lake, Niagara Falls, NY 17226",p2p_transfer,,approved,1118.81
104,29,Russell Group,2025-04-01T20:08:57,-475.36,"9229 Rodriguez Park, Buffalo, NY 15936",refund,,approved,1537.66
105,22,"Carroll, Watson and Casey",2025-04-01T20:10:19,248.68,"6812 Buchanan Ramp, Ithaca, NY 19249",p2p_transfer,,approved,11681.48
107,3,Smith-Richardson,2025-04-01T20:27:31,85.94,"8907 Scott Vista, Schenectady, NY 18402",wire_transfer,,approved,1679.54
108,13,Weeks-Anderson,2025-04-01T20:32:39,348.73,"9704 Booker Track, Ithaca, NY 13278",p2p_transfer,,approved,690.38
109,24,Dawson LLC,2025-04-01T20:35:25,494.52,"5602 Bell Passage, West Matthewside, CA 92278",p2p_transfer,,approved,3542.27
110,30,Anderson LLC,2025-04-01T20:36:20,309.54,"7596 Miller Lodge, Syracuse, NY 16494",p2p_transfer,,approved,2522.64
111,42,"Fowler, Scott and Blackwell",2025-04-01T20:49:26,-181.51,"7408 King Knolls, Bronx, NY 19693",refund,,approved,-381.39
112,34,Bradley-Wilson,2025-04-01T20:59:52,231.99,"6751 Chelsea Hills, Brooklyn, NY 19235",bill_payment,,approved,690.82
114,54,"Bryant, Johnson and Mueller",2025-04-01T21:36:38,81.13,"6711 Jonathan Village, Troy, NY 14939",wire_transfer,,approved,-148.24
116,6,"Herrera, Hernandez and Acosta",2025-04-01T21:59:53,491.3,"6731 Davidson Station, Schenectady, NY 19908",wire_transfer,,approved,904.8
117,15,Castro Ltd,2025-04-01T22:05:07,158.2,"9416 Ariel Mission, Niagara Falls, NY 12489",purchase,,approved,291.58
118,6,"Price, Olson and Roberts",2025-04-01T22:19:14,134.53,"7399 Anderson Orchard, Lisaside, IL 60433",p2p_transfer,,approved,1039.33
119,9,"Kline, Clark and Henry",2025-04-01T22:43:50,373.39,"8637 Russell Lake, Bronx, NY 10790",p2p_transfer,,approved,2032.46
120,40,"Park, Cameron and Trevino",2025-04-01T22:53:23,250.85,"1683 Mckenzie Springs, New York, NY 13668",p2p_transfer,,approved,2123.52
121,20,"Johnson, Sloan and Cortez",2025-04-01T23:05:43,458.03,"2115 Brown Summit, Schenectady, NY 18595",p2p_transfer,,approved,716.41
122,28,Joseph-Wood,2025-04-01T23:11:46,122.18,"6126 Williamson Ridges, White Plains, NY 14090",atm_withdrawal,,approved,1240.99
123,3,"Reynolds, Manning and Long",2025-04-01T23:27:08,234.75,"9194 Parrish Hills, New York, NY 19231",wire_transfer,,approved,1914.29
124,53,Baker Ltd,2025-04-01T23:40:51,23.12,"4264 Amanda Centers, Troy, NY 19721",atm_withdrawal,,approved,2440.2
125,58,Moss Group,2025-04-01T23:53:53,244.09,"5559 Miller Forks, Utica, NY 10920",bill_payment,,approved,154.48
126,59,Juarez-Church,2025-04-02T01:15:49,465.51,"7489 Andrew Locks, Brooklyn, NY 16061",bill_payment,,approved,1042.11
127,36,Stewart-Lewis,2025-04-02T01:16:36,212.66,"3782 Shaun Harbors, Schenectady, NY 16692",purchase,,approved,3689.11
128,55,Coffey-Clark,2025-04-02T01:20:27,180.97,"8881 Craig View, Staten Island, NY 13777",p2p_transfer,,approved,26.35
129,31,"Gill, Morales and Hurst",2025-04-02T01:22:17,1996.65,"9476 Kristen Spurs, Niagara Falls, NY 19396",purchase,,approved,4216.16
130,32,"Allen, Patterson and Wheeler",2025-04-02T01:25:48,136.83,"7809 Palmer Passage, White Plains, NY 14353",bill_payment,,approved,1405.81
131,22,Ho Group,2025-04-02T01:39:35,50.09,"1315 Cortez Drive, Buffalo, NY 14503",purchase,,approved,11731.57
132,28,"Sloan, Reed and Murphy",2025-04-02T01:48:51,158.0,"4195 Kristen Pine, Bronx, NY 13344",atm_withdrawal,,approved,1398.99
133,8,"Powell, Cole and Clark",2025-04-02T01:51:59,394.56,"409 Randy Place, South Jacob, IL 62322",wire_transfer,,approved,661.27
134,55,"Alvarez, Taylor and Graham",2025-04-02T01:57:38,149.28,"3043 Greene Street, White Plains, NY 14897",purchase,,approved,175.63
135,46,"Singh, Martin and Brown",2025-04-02T02:07:51,366.83,"9136 Smith Inlet, Ithaca, NY 16940",bill_payment,,approved,930.95
136,56,Jones and Sons,2025-04-02T02:22:11,410.33,"5307 Lee Harbor, Syracuse, NY 16591",bill_payment,,approved,682.76
137,37,"Williams, Fitzgerald and Cardenas",2025-04-02T02:26:03,118.2,"4493 Rangel Corners, Rochester, NY 14384",atm_withdrawal,,approved,1643.26
138,30,"Knight, Schmidt and Stanley",2025-04-02T02:27:22,59.41,"8027 Fischer Springs, New York, NY 16678",p2p_transfer,,approved,2582.05
139,32,Chapman-Williams,2025-04-02T02:55:09,80.05,"1013 Ramos Divide, Rochester, NY 19236",purchase,,approved,1485.86
140,48,Olson-Brewer,2025-04-02T02:59:31,61.05,"9540 Sanchez Creek, Albany, NY 17417",purchase,,approved,2239.57
141,36,Knight Group,2025-04-02T03:11:42,84.71,"644 Nancy Loaf, Rochester, NY 15897",atm_withdrawal,,approved,3773.82
142,48,"Baird, Phillips and Martin",2025-04-02T03:12:51,130.55,"448 Brianna Highway, Edwardsside, CT 09149",atm_withdrawal,,approved,2370.12
143,36,Arroyo LLC,2025-04-02T03:18:19,108.59,"6271 Vasquez Meadow, New York, NY 11403",atm_withdrawal,,approved,3882.41
144,51,Stewart-Bridges,2025-04-02T03:26:23,105.36,"1053 Phillips Extensions, Albany, NY 13415",purchase,,approved,324.14
145,60,"Dudley, Graham and Smith",2025-04-02T03:44:10,163.01,"5981 Chung Mountains, Utica, NY 12345",bill_payment,,approved,458.29
146,51,Mayo-Rodriguez,2025-04-02T03:51:04,412.88,"8994 Mitchell Ville, Bronx, NY 19318",wire_transfer,,approved,737.02
147,26,Griffith Inc,2025-04-02T03:55:28,76.71,"7042 James Creek, Yonkers, NY 18801",atm_withdrawal,,approved,423.12
148,45,Roberts and Sons,2025-04-02T04:10:18,204.11,"7754 Christopher Field, Buffalo, NY 10530",bill_payment,,approved,320.36
149,46,Johnson-Richardson,2025-04-02T04:18:47,187.85,"7752 Wilson Dale, Utica, NY 16389",wire_transfer,,approved,1118.8
150,45,Baker-Robinson,2025-04-02T04:26:46,377.07,"6167 Jones Vista, Queens, NY 18926",p2p_transfer,,approved,697.43
151,22,"Simmons, Bradshaw and Thompson",2025-04-02T04:33:38,334.0,"994 Gray Crossroad, Queens, NY 14456",bill_payment,,approved,12065.57
152,1,"Munoz, Mack and Mitchell",2025-04-02T05:00:48,27.22,"1667 Nelson Union, Ithaca, NY 10460",atm_withdrawal,,approved,522.86
154,30,Drake-Waters,2025-04-02T05:13:14,496.89,"5176 Brandon Mountain, Troy, NY 14401",p2p_transfer,,approved,3078.94
155,13,Hall-Brown,2025-04-02T05:34:56,189.24,"5435 Lopez Meadow, Cheektowaga, NY 13875",purchase,,approved,879.62
156,27,"Jenkins, Alvarado and Anthony",2025-04-02T05:42:49,245.65,"8765 Brandon Parks, Cheektowaga, NY 12228",bill_payment,,approved,255.15
157,20,Sanchez-King,2025-04-02T05:43:37,117.68,"6530 Williams Throughway, Troy, NY 10186",bill_payment,,approved,834.09
158,56,Becker Inc,2025-04-02T05:44:34,127.93,"9400 Jordan Fall, White Plains, NY 12217",atm_withdrawal,,approved,810.69
159,25,"Fritz, Valdez and Barker",2025-04-02T05:59:11,452.51,"5361 Steele Ferry, New York, NY 13567",wire_transfer,,approved,880.39
160,38,Stephens-Phillips,2025-04-02T06:30:11,-472.27,"1137 Joseph Lock, Staten Island, NY 14719",refund,,approved,577.36
161,56,Michael Ltd,2025-04-02T06:34:02,151.22,"8564 Taylor Mountains, Brooklyn, NY 16031",bill_payment,,approved,961.91
162,27,Perez Group,2025-04-02T07:03:19,135.23,"5988 Bowen Mission, Albany, NY 12090",atm_withdrawal,,approved,390.38
163,42,Hudson LLC,2025-04-02T07:06:42,235.53,"9458 Bryan Stream, Brooklyn, NY 18253",p2p_transfer,,approved,-145.86
164,25,Summers Inc,2025-04-02T07:13:40,214.59,"1343 Mclean Vista, Brooklyn, NY 12075",p2p_transfer,,approved,1094.98
165,3,Alvarez LLC,2025-04-02T07:22:54,97.18,"4129 Schwartz Corner, Cheektowaga, NY 14224",wire_transfer,,approved,2011.47
166,12,"King, Goodwin and Graham",2025-04-02T07:55:55,284.46,"3387 Nguyen Plaza, Brooklyn, NY 16976",p2p_transfer,,approved,480.02
167,41,"King, Lucas and Francis",2025-04-02T07:57:10,65.05,"7930 Tanner Ports, Queens, NY 19688",p2p_transfer,,approved,240.78
168,53,Lyons PLC,2025-04-02T08:08:33,199.0,"5079 Sherman Court, Buffalo, NY 14365",p2p_transfer,,approved,2639.2
169,54,"Boyd, Baker and Martinez",2025-04-02T08:12:14,179.7,"9976 Chapman Parkway, New York, NY 11098",atm_withdrawal,,approved,31.46
170,26,Hill Ltd,2025-04-02T08:20:31,182.52,"9613 Jennifer Pike, White Plains, NY 14901",bill_payment,,approved,605.64
171,43,Valencia-Alexander,2025-04-02T08:33:05,258.94,"7613 Andrew Tunnel, West Robertland, PA 16657",wire_transfer,,approved,858.57
172,3,"Haynes, Phillips and Jones",2025-04-02T09:15:42,63.74,"7315 William Rue, New York, NY 18161",p2p_transfer,,approved,2075.21
173,50,"Brown, Hall and Green",2025-04-02T09:19:12,-109.25,"4036 Christina Mountains, Troy, NY 15642",refund,,approved,66.11
174,30,Park Inc,2025-04-02T10:17:25,125.02,"994 Keith Branch, Brooklyn, NY 18054",bill_payment,,approved,3203.96
175,18,Hernandez-Clements,2025-04-02T10:30:19,190.94,"4488 Copeland Plaza, Utica, NY 13655",atm_withdrawal,,approved,206.13
177,49,"Brooks, Werner and Owens",2025-04-02T11:18:59,274.98,"6265 Darrell Drive, Rochester, NY 14867",purchase,,approved,645.76
178,49,"Willis, Hall and Wright",2025-04-02T11:24:36,371.67,"5784 Davis Manor, Syracuse, NY 14617",wire_transfer,,approved,1017.43
179,32,Rivera-Hurst,2025-04-02T11:25:38,-117.86,"4498 Abigail Tunnel, Yonkers, NY 17058",refund,,approved,1368.0
180,29,Stevens-Miller,2025-04-02T11:42:23,-207.52,"3025 Kathleen Neck, Albany, NY 11700",refund,,approved,1330.14
181,55,"Alvarez, Taylor and Graham",2025-04-02T11:57:38,-149.28,"3043 Greene Street, White Plains, NY 14897",cancellation,134,approved,26.35
182,29,Barnes-Good,2025-04-02T12:01:11,94.16,"3402 Joseph Shores, Binghamton, NY 16682",p2p_transfer,,approved,1424.3
183,8,"Morris, Bradley and Lester",2025-04-02T12:10:32,-350.69,"2200 Hayes Parks, Albany, NY 15767",refund,,approved,310.58
184,8,Snyder and Sons,2025-04-02T12:17:43,148.7,"569 Jessica Oval, Binghamton, NY 16368",purchase,,approved,459.28
185,46,Frank-Davidson,2025-04-02T12:33:46,167.7,"3813 Wilson Drive, Niagara Falls, NY 15665",atm_withdrawal,,approved,1286.5
186,31,Fisher PLC,2025-04-02T12:36:37,31.8,"4849 Danny Streets, New York, NY 11238",atm_withdrawal,,approved,4247.96
187,16,"Tanner, Haney and Welch",2025-04-02T12:37:14,311.8,"5899 Allen Turnpike, Staten Island, NY 18032",bill_payment,,approved,865.12
188,35,Nelson-Jackson,2025-04-02T12:37:42,18.95,"1252 Frederick Burgs, Albany, NY 17312",purchase,,approved,391.53
189,19,Porter-Bailey,2025-04-02T12:42:04,109.68,"2999 Wise Shores, New York, NY 16438",wire_transfer,,approved,321.83
190,47,Meyers-Parks,2025-04-02T12:52:34,268.86,"6680 Benjamin Rapid, New York, NY 11293",purchase,,approved,1749.94
191,33,Bates-Kelly,2025-04-02T12:53:14,-269.84,"872 Kevin Roads, Yonkers, NY 17271",refund,,approved,316.68
192,21,Hall LLC,2025-04-02T13:12:17,383.39,"9510 Taylor Loaf, Albany, NY 17373",wire_transfer,,approved,852.32
193,12,Wyatt Ltd,2025-04-02T13:21:44,-216.83,"6059 Wayne Expressway, Cruzfort, MA 02401",refund,,approved,263.19
194,44,Reed-Summers,2025-04-02T13:26:46,183.84,"4476 Pham Gateway, Rochester, NY 11665",purchase,,approved,68.68
195,6,Hughes PLC,2025-04-02T14:18:06,213.09,"9155 George Brook, Schenectady, NY 11353",p2p_transfer,,approved,1252.42
196,32,Mcneil PLC,2025-04-02T14:18:40,135.75,"5404 Schwartz Manors, New York, NY 19854",atm_withdrawal,,approved,1503.75
197,45,Daniels Ltd,2025-04-02T14:31:02,-71.01,"4899 Sutton Shores, Staten Island, NY 11534",refund,,approved,626.42
198,41,"Herrera, Holt and Davis",2025-04-02T14:56:23,167.69,"1361 Reynolds Square, Staten Island, NY 14235",p2p_transfer,,approved,408.47
199,47,Garcia Ltd,2025-04-02T15:40:30,64.28,"6390 Snyder Ville, Queens, NY 15727",atm_withdrawal,,approved,1814.22
200,52,Miller-Francis,2025-04-02T16:08:49,294.09,"6200 Samuel Lodge, Schenectady, NY 14172",bill_payment,,approved,1893.16
201,32,"Castaneda, Dalton and Gonzalez",2025-04-02T16:20:34,-461.55,"4110 Atkins Corner, New York, NY 16826",refund,,approved,1042.2
202,8,"Washington, Montes and Solis",2025-04-02T16:37:00,198.67,"2445 Lisa Cape, Schenectady, NY 18718",purchase,,approved,657.95
203,39,Bonilla-Flores,2025-04-02T16:40:48,-378.5,"7237 Wanda Keys, Albany, NY 12896",refund,,approved,3865.24
204,47,Rowe Ltd,2025-04-02T16:42:52,203.52,"5567 Lopez Prairie, Staten Island, NY 11838",wire_transfer,,approved,2017.74
