transaction_id,card_id,merchant_name,timestamp,amount,location,transaction_type,related_transaction_id
21,20,"Peterson, Brown and Castaneda",2025-04-01 05:02:24,206.83,"2859 Walker Glen, Cheektowaga, NY 15770",wire_transfer,
22,48,Taylor-Howard,2025-04-01 05:12:18,-252.01,"6380 Hurley Coves, Syracuse, NY 12669",refund,
23,2,Martin Inc,2025-04-01 05:12:25,109.41,"4391 Cunningham Street, Albany, NY 18647",p2p_transfer,
24,24,"Davis, Johnson and Martinez",2025-04-01 05:33:18,150.44,"9171 Aaron Well, Staten Island, NY 14267",atm_withdrawal,
25,23,"Mitchell, Lowe and Figueroa",2025-04-01 05:46:21,-355.2,"8617 Mendoza Parkways, Buffalo, NY 19621",refund,
26,4,"Franco, Schneider and Henry",2025-04-01 05:59:37,126.04,"592 Scott Hills, Schenectady, NY 18752",purchase,
27,55,"Fleming, George and Novak",2025-04-01 06:00:21,-423.08,"7216 John Corners, Albany, NY 17476",refund,
28,38,Smith Inc,2025-04-01 06:01:49,345.16,"8577 Megan Forges, Syracuse, NY 14905",bill_payment,
29,39,"Nelson, Mason and Allen",2025-04-01 06:05:01,-161.42,"1865 Henry Fields, White Plains, NY 15965",refund,
30,22,Hill LLC,2025-04-01 06:15:20,6772.05,"143 Wells Ford, Buffalo, NY 16979",bill_payment,
31,26,"Peck, Castro and Pope",2025-04-01 06:21:38,84.23,"231 Michael Crest, Rochester, NY 14779",bill_payment,
32,22,"Johnson, Griffith and Matthews",2025-04-01 06:22:50,204.29,"9101 Moore Roads, Ithaca, NY 16518",wire_transfer,
33,16,Dunn PLC,2025-04-01 06:30:21,188.2,"2053 Dixon Mountains, Queens, NY 16246",p2p_transfer,
34,13,"Cortez, Stout and Harrison",2025-04-01 06:33:49,-93.28,"4327 Mcclure Valley, Binghamton, NY 19606",refund,
35,47,"Khan, Duran and Barry",2025-04-01 06:49:52,309.95,"5598 Emma Court, Ithaca, NY 10435",wire_transfer,
36,52,Smith-Armstrong,2025-04-01 06:52:53,-388.77,"5006 Barnes Harbor, Bronx, NY 14283",refund,
37,60,Evans Inc,2025-04-01 06:54:40,233.75,"305 Evans Radial, Buffalo, NY 15226",bill_payment,
38,10,Jennings Inc,2025-04-01 06:55:21,-295.34,"7839 Holt Parkway, Albany, NY 14924",refund,
39,30,Ortiz Group,2025-04-01 07:12:58,213.36,"1334 Willie Drive, Binghamton, NY 15139",bill_payment,
40,24,"Mcconnell, Ponce and Powell",2025-04-01 07:31:31,156.31,"9267 Contreras River, Troy, NY 16518",p2p_transfer,
41,58,Long-Foster,2025-04-01 07:33:16,-301.4,"5580 Olivia Curve, Rochester, NY 13542",refund,
42,52,Richardson-Davis,2025-04-01 07:40:13,439.47,"4089 Murray Canyon, Binghamton, NY 15624",wire_transfer,
43,38,"Wiley, Powell and Smith",2025-04-01 07:45:41,115.81,"8117 Gill Orchard, Erikaborough, IL 66194",atm_withdrawal,
44,36,Choi PLC,2025-04-01 08:18:21,93.33,"8725 Robinson Oval, Niagara Falls, NY 18210",p2p_transfer,
45,13,Smith-Keith,2025-04-01 08:19:50,409.68,"168 Wong Port, Binghamton, NY 12806",wire_transfer,
46,8,Moss-Williams,2025-04-01 08:32:24,201.7,"7669 Mcdaniel Lane, Syracuse, NY 12836",purchase,
47,30,Hall-Hernandez,2025-04-01 08:35:46,196.34,"1369 Sarah Port, Brooklyn, NY 17949",atm_withdrawal,
48,40,Le PLC,2025-04-01 09:02:10,389.8,"6392 Adam Plains, Bronx, NY 14715",bill_payment,
49,49,"Mahoney, Ross and Clayton",2025-04-01 09:07:44,353.54,"5625 Burnett Islands, New York, NY 11336",wire_transfer,
50,12,"Acosta, Fernandez and Sanchez",2025-04-01 09:11:32,168.35,"2055 Kenneth Island, Albany, NY 15685",atm_withdrawal,
51,42,"Miller, Wells and Andrews",2025-04-01 09:13:55,-60.43,"1493 Brennan Union, New York, NY 19077",refund,
52,48,Palmer and Sons,2025-04-01 09:23:11,-63.56,"2067 Matthew Bridge, White Plains, NY 11469",refund,
53,33,Reese Group,2025-04-01 09:24:29,404.35,"7597 Donovan Curve, White Plains, NY 19978",wire_transfer,
54,49,Phillips PLC,2025-04-01 09:33:42,-80.1,"1265 Kline Landing, Cheektowaga, NY 11966",refund,
55,29,Jensen Group,2025-04-01 09:42:21,37.86,"5661 Lisa Way, Yonkers, NY 15322",atm_withdrawal,
56,47,Smith Inc,2025-04-01 09:52:56,311.8,"2481 Key Forest, New York, NY 18077",bill_payment,
57,14,Aguilar-Taylor,2025-04-01 10:00:52,38.26,"2930 Elizabeth Village, Niagara Falls, NY 11594",atm_withdrawal,
58,54,Herring-Vaughn,2025-04-01 10:06:17,-308.09,"8766 Barber Villages, Troy, NY 14152",refund,
59,26,Mcguire-Burns,2025-04-01 10:23:18,81.29,"6177 Garcia Isle, Utica, NY 19161",p2p_transfer,
60,16,Valenzuela Inc,2025-04-01 10:36:18,190.79,"2245 Brown Camp, Yonkers, NY 13386",atm_withdrawal,
61,45,Donovan-Phillips,2025-04-01 10:38:36,-177.37,"3926 Morris Extension, Queens, NY 13461",refund,
62,36,Griffin-Lambert,2025-04-01 10:50:18,436.03,"2240 Nathaniel Ville, Brooklyn, NY 11276",bill_payment,
63,43,"May, Murphy and Davis",2025-04-01 10:58:32,99.49,"4061 James Knoll, Binghamton, NY 15521",purchase,
64,30,"Collins, Wiley and Porter",2025-04-01 11:06:34,134.78,"9691 Nelson Common, Schenectady, NY 14905",wire_transfer,
65,43,Tate Ltd,2025-04-01 11:26:26,140.18,"456 Wood Rest, Yonkers, NY 19118",p2p_transfer,
66,59,Richmond-Simon,2025-04-01 12:11:35,121.73,"2737 Erin Extension, Syracuse, NY 15036",atm_withdrawal,
67,14,Schroeder and Sons,2025-04-01 13:09:52,33.55,"3986 Henderson Burgs, Queens, NY 14978",atm_withdrawal,
68,52,"Snyder, Porter and Donovan",2025-04-01 13:12:53,161.49,"3904 Jesse Ramp, Syracuse, NY 17619",purchase,
69,41,"Jackson, Martinez and Sanders",2025-04-01 13:13:52,162.92,"5025 Janet Greens, Queens, NY 11721",wire_transfer,
70,38,Hodge-Perez,2025-04-01 13:18:01,64.09,"9566 Cobb Summit, Rochester, NY 13012",atm_withdrawal,
71,22,"Solomon, Hodge and Mckinney",2025-04-01 13:31:21,398.11,"9837 Tracey Plains, East Devin, IL 61309",p2p_transfer,
72,7,Ortega-Olson,2025-04-01 13:49:56,471.84,"371 Escobar Plains, Bronx, NY 16723",bill_payment,
73,22,Gibbs-Graham,2025-04-01 13:58:35,117.18,"5341 Dixon Knolls, White Plains, NY 19819",purchase,
74,3,Mitchell-Haley,2025-04-01 14:51:17,110.58,"2490 Sullivan Trail, Rochester, NY 19820",wire_transfer,
75,42,Coleman-Moore,2025-04-01 14:53:29,-170.55,"8674 Philip Ville, Troy, NY 12760",refund,
76,29,"Davis, Hays and Wilson",2025-04-01 15:04:39,1095.3,"3921 Fowler Green, White Plains, NY 11863",purchase,
77,35,Vaughn and Sons,2025-04-01 15:15:01,320.94,"1581 Keller Lodge, Yonkers, NY 14257",wire_transfer,
78,43,Walls LLC,2025-04-01 15:29:21,93.43,"8778 Benjamin Ville, Jenkinsland, VT 01886",purchase,
79,44,"Romero, Wagner and Pineda",2025-04-01 16:01:32,-498.15,"5668 Christopher Centers, Queens, NY 13980",refund,
80,3,"Randall, Owen and Vega",2025-04-01 16:01:50,119.68,"8173 Bryan Common, Schenectady, NY 15179",atm_withdrawal,
81,51,"Smith, Lewis and May",2025-04-01 16:04:09,179.22,"3238 Breanna Lake, Syracuse, NY 16121",purchase,
82,5,"English, Chang and Williams",2025-04-01 16:05:46,253.13,"2299 Sawyer Dam, Syracuse, NY 13665",purchase,
83,36,Schaefer-Ray,2025-04-01 16:35:44,154.64,"8196 Tiffany Lights, Niagara Falls, NY 12481",wire_transfer,
84,1,"Dunlap, Owens and Wells",2025-04-01 16:37:32,253.94,"7203 Julia Court, Syracuse, NY 13060",p2p_transfer,
85,34,Hayes-Brown,2025-04-01 17:27:16,215.66,"5677 Fisher Road, Troy, NY 10503",p2p_transfer,
86,24,Williamson-Short,2025-04-01 17:27:44,20.81,"5092 Samantha Lodge, Binghamton, NY 13286",purchase,
87,9,Donovan-Rose,2025-04-01 17:41:19,219.15,"4172 Aguirre Mall, Syracuse, NY 19612",wire_transfer,
88,59,Bennett Inc,2025-04-01 17:41:47,299.04,"6888 Ashlee Light, Loveview, PA 18675",purchase,
89,29,Romero-Bryan,2025-04-01 17:58:45,317.3,"3279 Phelps Place, Niagara Falls, NY 10461",bill_payment,
90,14,"Wallace, Davis and Henry",2025-04-01 18:09:07,-426.65,"9391 Phillips Glens, New York, NY 10405",refund,
91,49,Smith Group,2025-04-01 18:19:52,57.5,"3122 Whitney Hill, Ithaca, NY 15542",purchase,
92,43,King-Lawson,2025-04-01 18:33:50,103.91,"8901 Gomez Knolls, Albany, NY 15736",wire_transfer,
93,22,Stewart-Armstrong,2025-04-01 18:42:19,405.43,"1267 Maria Wells, Albany, NY 14594",bill_payment,
94,58,"Jacobs, Myers and Beasley",2025-04-01 18:51:56,208.9,"480 Justin Street, Ithaca, NY 18766",purchase,
95,52,Miller-Mckay,2025-04-01 19:04:38,208.3,"6607 Green Radial, Utica, NY 15613",purchase,
96,57,"Kent, Hester and Morris",2025-04-01 19:07:09,296.71,"9970 Jennifer Wells, Queens, NY 18526",bill_payment,
97,9,Clark-Sweeney,2025-04-01 19:07:18,307.44,"4457 Christopher Mountains, Brooklyn, NY 16112",p2p_transfer,
98,5,Payne LLC,2025-04-01 19:19:51,410.42,"9561 Bradshaw Run, Yonkers, NY 15550",p2p_transfer,
99,10,"Reese, Larson and Bartlett",2025-04-01 19:26:06,-367.92,"8171 Larry Corner, White Plains, NY 16799",refund,
100,35,"Young, Carroll and Gomez",2025-04-01 19:34:06,-64.46,"4481 Brown Loaf, Buffalo, NY 14216",refund,
101,55,"Thompson, Welch and Rogers",2025-04-01 19:34:38,20.51,"5416 Lauren Well, White Plains, NY 11227",atm_withdrawal,
102,29,Thomas-Warner,2025-04-01 19:40:33,344.41,"3653 Black Isle, Staten Island, NY 17395",wire_transfer,
103,28,Hodge-James,2025-04-01 19:59:41,309.42,"7387 Vasquez Lake, Niagara Falls, NY 17226",p2p_transfer,
104,29,Russell Group,2025-04-01 20:08:57,-475.36,"9229 Rodriguez Park, Buffalo, NY 15936",refund,
105,22,"Carroll, Watson and Casey",2025-04-01 20:10:19,248.68,"6812 Buchanan Ramp, Ithaca, NY 19249",p2p_transfer,
106,9,Torres LLC,2025-04-01 20:22:16,98.31,"3041 Tonya Curve, East Matthewmouth, NJ 02918",purchase,
107,3,Smith-Richardson,2025-04-01 20:27:31,85.94,"8907 Scott Vista, Schenectady, NY 18402",wire_transfer,
108,13,Weeks-Anderson,2025-04-01 20:32:39,348.73,"9704 Booker Track, Ithaca, NY 13278",p2p_transfer,
109,24,Dawson LLC,2025-04-01 20:35:25,494.52,"5602 Bell Passage, West Matthewside, CA 92278",p2p_transfer,
110,30,Anderson LLC,2025-04-01 20:36:20,309.54,"7596 Miller Lodge, Syracuse, NY 16494",p2p_transfer,
111,42,"Fowler, Scott and Blackwell",2025-04-01 20:49:26,-181.51,"7408 King Knolls, Bronx, NY 19693",refund,
112,34,Bradley-Wilson,2025-04-01 20:59:52,231.99,"6751 Chelsea Hills, Brooklyn, NY 19235",bill_payment,
113,39,"Ramirez, Douglas and Ruiz",2025-04-01 21:25:30,178.29,"3554 Sherry Valley, Lake James, MA 08703",purchase,
114,54,"Bryant, Johnson and Mueller",2025-04-01 21:36:38,81.13,"6711 Jonathan Village, Troy, NY 14939",wire_transfer,
115,57,Lyons LLC,2025-04-01 21:56:16,199.85,"2621 Hayes Ports, East Jasonmouth, TX 76237",purchase,
116,6,"Herrera, Hernandez and Acosta",2025-04-01 21:59:53,491.3,"6731 Davidson Station, Schenectady, NY 19908",wire_transfer,
117,15,Castro Ltd,2025-04-01 22:05:07,158.2,"9416 Ariel Mission, Niagara Falls, NY 12489",purchase,
118,6,"Price, Olson and Roberts",2025-04-01 22:19:14,134.53,"7399 Anderson Orchard, Lisaside, IL 60433",p2p_transfer,
119,9,"Kline, Clark and Henry",2025-04-01 22:43:50,373.39,"8637 Russell Lake, Bronx, NY 10790",p2p_transfer,
120,40,"Park, Cameron and Trevino",2025-04-01 22:53:23,250.85,"1683 Mckenzie Springs, New York, NY 13668",p2p_transfer,
121,20,"Johnson, Sloan and Cortez",2025-04-01 23:05:43,458.03,"2115 Brown Summit, Schenectady, NY 18595",p2p_transfer,
122,28,Joseph-Wood,2025-04-01 23:11:46,122.18,"6126 Williamson Ridges, White Plains, NY 14090",atm_withdrawal,
123,3,"Reynolds, Manning and Long",2025-04-01 23:27:08,234.75,"9194 Parrish Hills, New York, NY 19231",wire_transfer,
124,53,Baker Ltd,2025-04-01 23:40:51,23.12,"4264 Amanda Centers, Troy, NY 19721",atm_withdrawal,
125,58,Moss Group,2025-04-01 23:53:53,244.09,"5559 Miller Forks, Utica, NY 10920",bill_payment,
126,59,Juarez-Church,2025-04-02 01:15:49,465.51,"7489 Andrew Locks, Brooklyn, NY 16061",bill_payment,
127,36,Stewart-Lewis,2025-04-02 01:16:36,212.66,"3782 Shaun Harbors, Schenectady, NY 16692",purchase,
128,55,Coffey-Clark,2025-04-02 01:20:27,180.97,"8881 Craig View, Staten Island, NY 13777",p2p_transfer,
129,31,"Gill, Morales and Hurst",2025-04-02 01:22:17,1996.65,"9476 Kristen Spurs, Niagara Falls, NY 19396",purchase,
130,32,"Allen, Patterson and Wheeler",2025-04-02 01:25:48,136.83,"7809 Palmer Passage, White Plains, NY 14353",bill_payment,
131,22,Ho Group,2025-04-02 01:39:35,50.09,"1315 Cortez Drive, Buffalo, NY 14503",purchase,
132,28,"Sloan, Reed and Murphy",2025-04-02 01:48:51,158.0,"4195 Kristen Pine, Bronx, NY 13344",atm_withdrawal,
133,8,"Powell, Cole and Clark",2025-04-02 01:51:59,394.56,"409 Randy Place, South Jacob, IL 62322",wire_transfer,
134,55,"Alvarez, Taylor and Graham",2025-04-02 01:57:38,149.28,"3043 Greene Street, White Plains, NY 14897",purchase,
135,46,"Singh, Martin and Brown",2025-04-02 02:07:51,366.83,"9136 Smith Inlet, Ithaca, NY 16940",bill_payment,
136,56,Jones and Sons,2025-04-02 02:22:11,410.33,"5307 Lee Harbor, Syracuse, NY 16591",bill_payment,
137,37,"Williams, Fitzgerald and Cardenas",2025-04-02 02:26:03,118.2,"4493 Rangel Corners, Rochester, NY 14384",atm_withdrawal,
138,30,"Knight, Schmidt and Stanley",2025-04-02 02:27:22,59.41,"8027 Fischer Springs, New York, NY 16678",p2p_transfer,
139,32,Chapman-Williams,2025-04-02 02:55:09,80.05,"1013 Ramos Divide, Rochester, NY 19236",purchase,
140,48,Olson-Brewer,2025-04-02 02:59:31,61.05,"9540 Sanchez Creek, Albany, NY 17417",purchase,
141,36,Knight Group,2025-04-02 03:11:42,84.71,"644 Nancy Loaf, Rochester, NY 15897",atm_withdrawal,
142,48,"Baird, Phillips and Martin",2025-04-02 03:12:51,130.55,"448 Brianna Highway, Edwardsside, CT 09149",atm_withdrawal,
143,36,Arroyo LLC,2025-04-02 03:18:19,108.59,"6271 Vasquez Meadow, New York, NY 11403",atm_withdrawal,
144,51,Stewart-Bridges,2025-04-02 03:26:23,105.36,"1053 Phillips Extensions, Albany, NY 13415",purchase,
145,60,"Dudley, Graham and Smith",2025-04-02 03:44:10,163.01,"5981 Chung Mountains, Utica, NY 12345",bill_payment,
146,51,Mayo-Rodriguez,2025-04-02 03:51:04,412.88,"8994 Mitchell Ville, Bronx, NY 19318",wire_transfer,
147,26,Griffith Inc,2025-04-02 03:55:28,76.71,"7042 James Creek, Yonkers, NY 18801",atm_withdrawal,
148,45,Roberts and Sons,2025-04-02 04:10:18,204.11,"7754 Christopher Field, Buffalo, NY 10530",bill_payment,
149,46,Johnson-Richardson,2025-04-02 04:18:47,187.85,"7752 Wilson Dale, Utica, NY 16389",wire_transfer,
150,45,Baker-Robinson,2025-04-02 04:26:46,377.07,"6167 Jones Vista, Queens, NY 18926",p2p_transfer,
151,22,"Simmons, Bradshaw and Thompson",2025-04-02 04:33:38,334.0,"994 Gray Crossroad, Queens, NY 14456",bill_payment,
152,1,"Munoz, Mack and Mitchell",2025-04-02 05:00:48,27.22,"1667 Nelson Union, Ithaca, NY 10460",atm_withdrawal,
153,33,"Williams, Koch and Davenport",2025-04-02 05:07:38,34.51,"7099 Fox Squares, Huertafurt, CA 97681",purchase,
154,30,Drake-Waters,2025-04-02 05:13:14,496.89,"5176 Brandon Mountain, Troy, NY 14401",p2p_transfer,
155,13,Hall-Brown,2025-04-02 05:34:56,189.24,"5435 Lopez Meadow, Cheektowaga, NY 13875",purchase,
156,27,"Jenkins, Alvarado and Anthony",2025-04-02 05:42:49,245.65,"8765 Brandon Parks, Cheektowaga, NY 12228",bill_payment,
157,20,Sanchez-King,2025-04-02 05:43:37,117.68,"6530 Williams Throughway, Troy, NY 10186",bill_payment,
158,56,Becker Inc,2025-04-02 05:44:34,127.93,"9400 Jordan Fall, White Plains, NY 12217",atm_withdrawal,
159,25,"Fritz, Valdez and Barker",2025-04-02 05:59:11,452.51,"5361 Steele Ferry, New York, NY 13567",wire_transfer,
160,38,Stephens-Phillips,2025-04-02 06:30:11,-472.27,"1137 Joseph Lock, Staten Island, NY 14719",refund,
161,56,Michael Ltd,2025-04-02 06:34:02,151.22,"8564 Taylor Mountains, Brooklyn, NY 16031",bill_payment,
162,27,Perez Group,2025-04-02 07:03:19,135.23,"5988 Bowen Mission, Albany, NY 12090",atm_withdrawal,
163,42,Hudson LLC,2025-04-02 07:06:42,235.53,"9458 Bryan Stream, Brooklyn, NY 18253",p2p_transfer,
164,25,Summers Inc,2025-04-02 07:13:40,214.59,"1343 Mclean Vista, Brooklyn, NY 12075",p2p_transfer,
165,3,Alvarez LLC,2025-04-02 07:22:54,97.18,"4129 Schwartz Corner, Cheektowaga, NY 14224",wire_transfer,
166,12,"King, Goodwin and Graham",2025-04-02 07:55:55,284.46,"3387 Nguyen Plaza, Brooklyn, NY 16976",p2p_transfer,
167,41,"King, Lucas and Francis",2025-04-02 07:57:10,65.05,"7930 Tanner Ports, Queens, NY 19688",p2p_transfer,
168,53,Lyons PLC,2025-04-02 08:08:33,199.0,"5079 Sherman Court, Buffalo, NY 14365",p2p_transfer,
169,54,"Boyd, Baker and Martinez",2025-04-02 08:12:14,179.7,"9976 Chapman Parkway, New York, NY 11098",atm_withdrawal,
170,26,Hill Ltd,2025-04-02 08:20:31,182.52,"9613 Jennifer Pike, White Plains, NY 14901",bill_payment,
171,43,Valencia-Alexander,2025-04-02 08:33:05,258.94,"7613 Andrew Tunnel, West Robertland, PA 16657",wire_transfer,
172,3,"Haynes, Phillips and Jones",2025-04-02 09:15:42,63.74,"7315 William Rue, New York, NY 18161",p2p_transfer,
173,50,"Brown, Hall and Green",2025-04-02 09:19:12,-109.25,"4036 Christina Mountains, Troy, NY 15642",refund,
174,30,Park Inc,2025-04-02 10:17:25,125.02,"994 Keith Branch, Brooklyn, NY 18054",bill_payment,
175,18,Hernandez-Clements,2025-04-02 10:30:19,190.94,"4488 Copeland Plaza, Utica, NY 13655",atm_withdrawal,
176,27,Kane-Campbell,2025-04-02 11:00:22,199.99,"5909 Daniel Drives, Calebland, MA 06141",purchase,
177,49,"Brooks, Werner and Owens",2025-04-02 11:18:59,274.98,"6265 Darrell Drive, Rochester, NY 14867",purchase,
178,49,"Willis, Hall and Wright",2025-04-02 11:24:36,371.67,"5784 Davis Manor, Syracuse, NY 14617",wire_transfer,
179,32,Rivera-Hurst,2025-04-02 11:25:38,-117.86,"4498 Abigail Tunnel, Yonkers, NY 17058",refund,
180,29,Stevens-Miller,2025-04-02 11:42:23,-207.52,"3025 Kathleen Neck, Albany, NY 11700",refund,
181,55,"Alvarez, Taylor and Graham",2025-04-02 11:57:38,-149.28,"3043 Greene Street, White Plains, NY 14897",cancellation,134
182,29,Barnes-Good,2025-04-02 12:01:11,94.16,"3402 Joseph Shores, Binghamton, NY 16682",p2p_transfer,
183,8,"Morris, Bradley and Lester",2025-04-02 12:10:32,-350.69,"2200 Hayes Parks, Albany, NY 15767",refund,
184,8,Snyder and Sons,2025-04-02 12:17:43,148.7,"569 Jessica Oval, Binghamton, NY 16368",purchase,
185,46,Frank-Davidson,2025-04-02 12:33:46,167.7,"3813 Wilson Drive, Niagara Falls, NY 15665",atm_withdrawal,
186,31,Fisher PLC,2025-04-02 12:36:37,31.8,"4849 Danny Streets, New York, NY 11238",atm_withdrawal,
187,16,"Tanner, Haney and Welch",2025-04-02 12:37:14,311.8,"5899 Allen Turnpike, Staten Island, NY 18032",bill_payment,
188,35,Nelson-Jackson,2025-04-02 12:37:42,18.95,"1252 Frederick Burgs, Albany, NY 17312",purchase,
189,19,Porter-Bailey,2025-04-02 12:42:04,109.68,"2999 Wise Shores, New York, NY 16438",wire_transfer,
190,47,Meyers-Parks,2025-04-02 12:52:34,268.86,"6680 Benjamin Rapid, New York, NY 11293",purchase,
191,33,Bates-Kelly,2025-04-02 12:53:14,-269.84,"872 Kevin Roads, Yonkers, NY 17271",refund,
192,21,Hall LLC,2025-04-02 13:12:17,383.39,"9510 Taylor Loaf, Albany, NY 17373",wire_transfer,
193,12,Wyatt Ltd,2025-04-02 13:21:44,-216.83,"6059 Wayne Expressway, Cruzfort, MA 02401",refund,
194,44,Reed-Summers,2025-04-02 13:26:46,183.84,"4476 Pham Gateway, Rochester, NY 11665",purchase,
195,6,Hughes PLC,2025-04-02 14:18:06,213.09,"9155 George Brook, Schenectady, NY 11353",p2p_transfer,
196,32,Mcneil PLC,2025-04-02 14:18:40,135.75,"5404 Schwartz Manors, New York, NY 19854",atm_withdrawal,
197,45,Daniels Ltd,2025-04-02 14:31:02,-71.01,"4899 Sutton Shores, Staten Island, NY 11534",refund,
198,41,"Herrera, Holt and Davis",2025-04-02 14:56:23,167.69,"1361 Reynolds Square, Staten Island, NY 14235",p2p_transfer,
199,47,Garcia Ltd,2025-04-02 15:40:30,64.28,"6390 Snyder Ville, Queens, NY 15727",atm_withdrawal,
200,52,Miller-Francis,2025-04-02 16:08:49,294.09,"6200 Samuel Lodge, Schenectady, NY 14172",bill_payment,
201,32,"Castaneda, Dalton and Gonzalez",2025-04-02 16:20:34,-461.55,"4110 Atkins Corner, New York, NY 16826",refund,
202,8,"Washington, Montes and Solis",2025-04-02 16:37:00,198.67,"2445 Lisa Cape, Schenectady, NY 18718",purchase,
203,39,Bonilla-Flores,2025-04-02 16:40:48,-378.5,"7237 Wanda Keys, Albany, NY 12896",refund,
204,47,Rowe Ltd,2025-04-02 16:42:52,203.52,"5567 Lopez Prairie, Staten Island, NY 11838",wire_transfer,
205,54,"Martinez, Perez and Parker",2025-04-02 17:03:06,488.66,"4065 Wallace Circle, Schenectady, NY 11879",bill_payment,
206,6,Gallagher LLC,2025-04-02 17:18:10,-79.28,"8636 Gregory Extensions, Schenectady, NY 17723",refund,
207,5,Meyer-Sandoval,2025-04-02 17:21:36,-85.22,"8181 Ramirez Mount, Niagara Falls, NY 17624",refund,
208,50,"Turner, Sosa and Morse",2025-04-02 18:11:13,121.23,"4430 Matthews Shoals, Troy, NY 11698",purchase,
209,32,"Gray, Simpson and Chapman",2025-04-02 18:13:28,123.45,"5204 Jennifer Valleys, Rochester, NY 14501",p2p_transfer,
210,59,Hernandez Group,2025-04-02 18:22:15,187.31,"6048 Kim Ford, Yonkers, NY 18127",purchase,
211,2,Yates-Huffman,2025-04-02 18:39:37,223.08,"477 Jeffery Passage, New York, NY 12632",purchase,
212,27,Conway Group,2025-04-02 18:45:37,333.68,"6534 Jamie Fall, Queens, NY 11221",wire_transfer,
213,43,Harris LLC,2025-04-02 18:56:46,465.64,"6703 Kenneth Ridges, Staten Island, NY 11881",wire_transfer,
214,29,Harris and Sons,2025-04-02 19:05:06,187.72,"2992 Raymond Grove, Albany, NY 12761",purchase,
215,56,Hodges PLC,2025-04-02 19:18:56,180.9,"9569 Rice Valleys, Staten Island, NY 19636",p2p_transfer,
216,9,Blake PLC,2025-04-02 19:29:55,-420.5,"2782 Samuel Ridges, Binghamton, NY 19696",refund,
217,17,Church and Sons,2025-04-02 20:01:07,350.02,"8047 Ellen Points, Albany, NY 17320",bill_payment,
218,2,"Thompson, Martin and Long",2025-04-02 20:46:31,396.25,"9836 Owens Shoals, Syracuse, NY 13677",wire_transfer,
219,59,Fuentes Inc,2025-04-02 21:26:26,-166.34,"2794 Theresa Views, New York, NY 10078",refund,
220,40,"Phillips, Dougherty and Reeves",2025-04-02 21:28:16,484.48,"8071 Ryan Walks, Niagara Falls, NY 10346",wire_transfer,
221,31,"Miller, Young and Rogers",2025-04-02 21:49:29,129.37,"6670 Holland Summit, Queens, NY 11602",atm_withdrawal,
222,38,Day-Mitchell,2025-04-02 22:18:53,493.71,"8187 Joseph Highway, Syracuse, NY 15227",wire_transfer,
